Bandit,Reward,Algorithm
Bandit,3.4057261176239333,Epsilon Greedy
Bandit,2.456260968130806,Epsilon Greedy
Bandit,2.823175812967076,Epsilon Greedy
Bandit,3.6339621921739944,Epsilon Greedy
Bandit,4.7165744215127425,Epsilon Greedy
Bandit,4.036055538776466,Epsilon Greedy
Bandit,4.299137445861325,Epsilon Greedy
Bandit,3.758895079604989,Epsilon Greedy
Bandit,4.542157931837886,Epsilon Greedy
Bandit,4.087858245243804,Epsilon Greedy
Bandit,6.015177179896362,Epsilon Greedy
Bandit,2.2835400036204874,Epsilon Greedy
Bandit,3.5603308800582676,Epsilon Greedy
Bandit,4.639528238683586,Epsilon Greedy
Bandit,3.542592523450195,Epsilon Greedy
Bandit,5.416708836339787,Epsilon Greedy
Bandit,2.7332804420276258,Epsilon Greedy
Bandit,4.362707420852535,Epsilon Greedy
Bandit,3.2668819962900972,Epsilon Greedy
Bandit,4.353855048716661,Epsilon Greedy
Bandit,3.4809639090899807,Epsilon Greedy
Bandit,2.1662879144117566,Epsilon Greedy
Bandit,4.31828071355225,Epsilon Greedy
Bandit,2.9875203051275196,Epsilon Greedy
Bandit,4.3531457692712685,Epsilon Greedy
Bandit,2.9403635989650887,Epsilon Greedy
Bandit,3.411719681081705,Epsilon Greedy
Bandit,3.8574507179755835,Epsilon Greedy
Bandit,1.908536909115253,Epsilon Greedy
Bandit,3.0221753686101924,Epsilon Greedy
Bandit,3.2639825578383372,Epsilon Greedy
Bandit,4.153701925128633,Epsilon Greedy
Bandit,1.8378484719389059,Epsilon Greedy
Bandit,4.652006224612604,Epsilon Greedy
Bandit,3.070824783792934,Epsilon Greedy
Bandit,2.148365058733422,Epsilon Greedy
Bandit,3.5029163029470514,Epsilon Greedy
Bandit,3.464306481632415,Epsilon Greedy
Bandit,5.07764527683189,Epsilon Greedy
Bandit,4.2327402838356685,Epsilon Greedy
Bandit,2.4010108395573724,Epsilon Greedy
Bandit,3.681713592293925,Epsilon Greedy
Bandit,2.6488005777229544,Epsilon Greedy
Bandit,4.1564281797961105,Epsilon Greedy
Bandit,5.152619059142628,Epsilon Greedy
Bandit,-0.5950067163341377,Epsilon Greedy
Bandit,2.373139402667348,Epsilon Greedy
Bandit,4.091302651990217,Epsilon Greedy
Bandit,3.869317013550182,Epsilon Greedy
Bandit,3.7627771439427575,Epsilon Greedy
Bandit,3.0274903365970007,Epsilon Greedy
Bandit,5.5477872007128335,Epsilon Greedy
Bandit,3.4973594695276677,Epsilon Greedy
Bandit,2.159714000513688,Epsilon Greedy
Bandit,2.483528296743987,Epsilon Greedy
Bandit,6.269299933113359,Epsilon Greedy
Bandit,4.00498119848217,Epsilon Greedy
Bandit,5.182317628132803,Epsilon Greedy
Bandit,3.8743928107607335,Epsilon Greedy
Bandit,4.776918269769119,Epsilon Greedy
Bandit,5.629920774367839,Epsilon Greedy
Bandit,3.1418874499179092,Epsilon Greedy
Bandit,3.9874454063628666,Epsilon Greedy
Bandit,4.622100372351762,Epsilon Greedy
Bandit,3.0087931346984638,Epsilon Greedy
Bandit,4.385854023293664,Epsilon Greedy
Bandit,3.9557301778865366,Epsilon Greedy
Bandit,2.938621709674411,Epsilon Greedy
Bandit,4.251252157643986,Epsilon Greedy
Bandit,4.201934335288641,Epsilon Greedy
Bandit,3.779900115409745,Epsilon Greedy
Bandit,4.389813847862598,Epsilon Greedy
Bandit,3.4265950608400795,Epsilon Greedy
Bandit,5.064123970621286,Epsilon Greedy
Bandit,4.9781075194391455,Epsilon Greedy
Bandit,1.043022938778575,Epsilon Greedy
Bandit,3.9227044044381634,Epsilon Greedy
Bandit,3.1954435663472944,Epsilon Greedy
Bandit,3.825587709309354,Epsilon Greedy
Bandit,2.6786488426507358,Epsilon Greedy
Bandit,4.148260781458841,Epsilon Greedy
Bandit,3.9654415717946843,Epsilon Greedy
Bandit,2.0426909642057405,Epsilon Greedy
Bandit,4.0050028548499,Epsilon Greedy
Bandit,2.469053949176816,Epsilon Greedy
Bandit,5.3324560094639,Epsilon Greedy
Bandit,2.849140292673537,Epsilon Greedy
Bandit,3.6019400445485337,Epsilon Greedy
Bandit,4.302754054559896,Epsilon Greedy
Bandit,4.6198423654233975,Epsilon Greedy
Bandit,4.275330267207,Epsilon Greedy
Bandit,0.25638382299325335,Epsilon Greedy
Bandit,3.995072890804811,Epsilon Greedy
Bandit,4.278702284807715,Epsilon Greedy
Bandit,4.31612144995216,Epsilon Greedy
Bandit,4.257524253506987,Epsilon Greedy
Bandit,3.6458656483183174,Epsilon Greedy
Bandit,4.538219948047328,Epsilon Greedy
Bandit,3.227367632243502,Epsilon Greedy
Bandit,3.689526543232168,Epsilon Greedy
Bandit,3.6533837640310822,Epsilon Greedy
Bandit,5.057840645760962,Epsilon Greedy
Bandit,3.4357681764847476,Epsilon Greedy
Bandit,6.013766211550746,Epsilon Greedy
Bandit,3.600564670932876,Epsilon Greedy
Bandit,4.060227715603314,Epsilon Greedy
Bandit,3.9923105228416995,Epsilon Greedy
Bandit,4.927841140122759,Epsilon Greedy
Bandit,4.27588844709781,Epsilon Greedy
Bandit,2.56983557425608,Epsilon Greedy
Bandit,4.869272641226007,Epsilon Greedy
Bandit,4.3924888667848565,Epsilon Greedy
Bandit,5.183812029976687,Epsilon Greedy
Bandit,4.475282566376892,Epsilon Greedy
Bandit,3.7458492960155096,Epsilon Greedy
Bandit,3.712109128167715,Epsilon Greedy
Bandit,5.179014687463492,Epsilon Greedy
Bandit,4.184098736036543,Epsilon Greedy
Bandit,4.7174573639275135,Epsilon Greedy
Bandit,2.868386299657951,Epsilon Greedy
Bandit,-0.25345667288393203,Epsilon Greedy
Bandit,3.4120117424868566,Epsilon Greedy
Bandit,3.2259609647008203,Epsilon Greedy
Bandit,3.533654587269844,Epsilon Greedy
Bandit,2.8252953764533055,Epsilon Greedy
Bandit,4.98682577332446,Epsilon Greedy
Bandit,4.96332873720008,Epsilon Greedy
Bandit,3.834301094840906,Epsilon Greedy
Bandit,4.042304002026721,Epsilon Greedy
Bandit,3.5258873700211715,Epsilon Greedy
Bandit,2.969297291901233,Epsilon Greedy
Bandit,3.386743794940848,Epsilon Greedy
Bandit,4.478185241619369,Epsilon Greedy
Bandit,3.8975886602262517,Epsilon Greedy
Bandit,2.2749101989429654,Epsilon Greedy
Bandit,2.357384029272952,Epsilon Greedy
Bandit,4.545855005280337,Epsilon Greedy
Bandit,2.1598512029447012,Epsilon Greedy
Bandit,4.8399293212211605,Epsilon Greedy
Bandit,3.0381137820880273,Epsilon Greedy
Bandit,4.195502994448025,Epsilon Greedy
Bandit,5.013035114003474,Epsilon Greedy
Bandit,4.59229204659169,Epsilon Greedy
Bandit,3.427606459764683,Epsilon Greedy
Bandit,3.5116424720969066,Epsilon Greedy
Bandit,3.679018577415905,Epsilon Greedy
Bandit,4.586041777902306,Epsilon Greedy
Bandit,5.497380712082611,Epsilon Greedy
Bandit,4.291099834221276,Epsilon Greedy
Bandit,3.297079792379858,Epsilon Greedy
Bandit,2.5849626400490564,Epsilon Greedy
Bandit,4.142421841520868,Epsilon Greedy
Bandit,2.9799810201671093,Epsilon Greedy
Bandit,5.119445663335075,Epsilon Greedy
Bandit,5.788170930518586,Epsilon Greedy
Bandit,4.026970967116677,Epsilon Greedy
Bandit,4.410071664424366,Epsilon Greedy
Bandit,2.3712584538917953,Epsilon Greedy
Bandit,4.516779910788075,Epsilon Greedy
Bandit,6.019913141895961,Epsilon Greedy
Bandit,5.633619267482905,Epsilon Greedy
Bandit,3.290709306911805,Epsilon Greedy
Bandit,5.621136494369439,Epsilon Greedy
Bandit,4.172905459614583,Epsilon Greedy
Bandit,3.193899583514745,Epsilon Greedy
Bandit,4.723052693929292,Epsilon Greedy
Bandit,2.358062950633725,Epsilon Greedy
Bandit,4.313235528365182,Epsilon Greedy
Bandit,4.723364067186358,Epsilon Greedy
Bandit,5.792852523339752,Epsilon Greedy
Bandit,4.848319210766392,Epsilon Greedy
Bandit,2.316500896322063,Epsilon Greedy
Bandit,5.320975869193281,Epsilon Greedy
Bandit,2.742958392750668,Epsilon Greedy
Bandit,3.390335549683849,Epsilon Greedy
Bandit,4.894742074599662,Epsilon Greedy
Bandit,3.306710081264225,Epsilon Greedy
Bandit,4.51844614729398,Epsilon Greedy
Bandit,6.415717801173271,Epsilon Greedy
Bandit,4.238242718570593,Epsilon Greedy
Bandit,4.063559409784428,Epsilon Greedy
Bandit,2.8928940377407044,Epsilon Greedy
Bandit,3.2997237380345465,Epsilon Greedy
Bandit,3.196575651005732,Epsilon Greedy
Bandit,5.288803548627463,Epsilon Greedy
Bandit,5.617602201697362,Epsilon Greedy
Bandit,2.829600304331764,Epsilon Greedy
Bandit,2.9079762887133205,Epsilon Greedy
Bandit,5.34986099421096,Epsilon Greedy
Bandit,4.989823410976254,Epsilon Greedy
Bandit,2.110750375595753,Epsilon Greedy
Bandit,4.210713007198769,Epsilon Greedy
Bandit,4.5975409528526265,Epsilon Greedy
Bandit,4.12795406001872,Epsilon Greedy
Bandit,3.19823288712029,Epsilon Greedy
Bandit,4.145495574099929,Epsilon Greedy
Bandit,2.16294484973837,Epsilon Greedy
Bandit,3.3302637486121953,Epsilon Greedy
Bandit,3.6871405478800483,Epsilon Greedy
Bandit,3.683225951187128,Epsilon Greedy
Bandit,3.1994481449060963,Epsilon Greedy
Bandit,3.123017749409563,Epsilon Greedy
Bandit,3.7955384058397224,Epsilon Greedy
Bandit,5.856765466337451,Epsilon Greedy
Bandit,2.3684167099197224,Epsilon Greedy
Bandit,2.9322013330570056,Epsilon Greedy
Bandit,4.855152095143742,Epsilon Greedy
Bandit,4.796913691786957,Epsilon Greedy
Bandit,4.7369976573113775,Epsilon Greedy
Bandit,4.984472916441854,Epsilon Greedy
Bandit,1.7166138598524894,Epsilon Greedy
Bandit,6.032671566983307,Epsilon Greedy
Bandit,4.390403304627235,Epsilon Greedy
Bandit,2.437019782490742,Epsilon Greedy
Bandit,3.4990214227307685,Epsilon Greedy
Bandit,3.3717143477490277,Epsilon Greedy
Bandit,2.818070820109752,Epsilon Greedy
Bandit,5.0515209894612045,Epsilon Greedy
Bandit,5.929935850280205,Epsilon Greedy
Bandit,5.043737047741692,Epsilon Greedy
Bandit,4.6015534149951725,Epsilon Greedy
Bandit,4.540095836412833,Epsilon Greedy
Bandit,3.891273524662607,Epsilon Greedy
Bandit,5.109758971252032,Epsilon Greedy
Bandit,4.000339785366846,Epsilon Greedy
Bandit,2.790828694308467,Epsilon Greedy
Bandit,2.2621176204095286,Epsilon Greedy
Bandit,3.356861933256588,Epsilon Greedy
Bandit,4.771621749188501,Epsilon Greedy
Bandit,4.351759605237003,Epsilon Greedy
Bandit,4.608376212514656,Epsilon Greedy
Bandit,3.2217243887149056,Epsilon Greedy
Bandit,4.4178852438703125,Epsilon Greedy
Bandit,3.6016469616117166,Epsilon Greedy
Bandit,2.401221522461078,Epsilon Greedy
Bandit,2.02568880966848,Epsilon Greedy
Bandit,5.4397213593306,Epsilon Greedy
Bandit,5.001512108709425,Epsilon Greedy
Bandit,5.54533367920059,Epsilon Greedy
Bandit,2.648097778533079,Epsilon Greedy
Bandit,3.2901797367173256,Epsilon Greedy
Bandit,2.353159801647987,Epsilon Greedy
Bandit,4.300138451630353,Epsilon Greedy
Bandit,3.347347246722598,Epsilon Greedy
Bandit,5.7932076936648675,Epsilon Greedy
Bandit,5.234280706825777,Epsilon Greedy
Bandit,5.792031528187771,Epsilon Greedy
Bandit,5.587336218499307,Epsilon Greedy
Bandit,3.7152754753022297,Epsilon Greedy
Bandit,2.053793995140998,Epsilon Greedy
Bandit,5.396843184368822,Epsilon Greedy
Bandit,3.0557598299723963,Epsilon Greedy
Bandit,3.583956674257653,Epsilon Greedy
Bandit,4.312629577373568,Epsilon Greedy
Bandit,2.0753532043511855,Epsilon Greedy
Bandit,2.4171760223620673,Epsilon Greedy
Bandit,3.1230929418444537,Epsilon Greedy
Bandit,4.271165471742103,Epsilon Greedy
Bandit,4.566214905729036,Epsilon Greedy
Bandit,5.249352347814796,Epsilon Greedy
Bandit,3.5848120069582077,Epsilon Greedy
Bandit,5.054053442035089,Epsilon Greedy
Bandit,5.043904727562924,Epsilon Greedy
Bandit,4.654559313027606,Epsilon Greedy
Bandit,2.970922239062699,Epsilon Greedy
Bandit,2.1937070865245016,Epsilon Greedy
Bandit,5.126405862337652,Epsilon Greedy
Bandit,4.751042636213793,Epsilon Greedy
Bandit,4.49086964492732,Epsilon Greedy
Bandit,5.441212617784824,Epsilon Greedy
Bandit,2.9216018157691392,Epsilon Greedy
Bandit,3.9865111962374606,Epsilon Greedy
Bandit,3.6071783952464083,Epsilon Greedy
Bandit,4.5161324856501075,Epsilon Greedy
Bandit,4.235348577106886,Epsilon Greedy
Bandit,3.728864729987014,Epsilon Greedy
Bandit,4.553076742178406,Epsilon Greedy
Bandit,3.6848932600587836,Epsilon Greedy
Bandit,4.885816082895131,Epsilon Greedy
Bandit,3.651942129125968,Epsilon Greedy
Bandit,3.7385437649638673,Epsilon Greedy
Bandit,3.6913871671863863,Epsilon Greedy
Bandit,5.434176767318018,Epsilon Greedy
Bandit,2.6138342480613384,Epsilon Greedy
Bandit,4.433814541343883,Epsilon Greedy
Bandit,3.2426931710715023,Epsilon Greedy
Bandit,3.7641161878892455,Epsilon Greedy
Bandit,4.131592485228613,Epsilon Greedy
Bandit,3.683383643121214,Epsilon Greedy
Bandit,5.033641214641239,Epsilon Greedy
Bandit,5.63744987942868,Epsilon Greedy
Bandit,5.184720570613307,Epsilon Greedy
Bandit,6.352415900371489,Epsilon Greedy
Bandit,3.1069995494472913,Epsilon Greedy
Bandit,2.868741495489152,Epsilon Greedy
Bandit,5.625489605614925,Epsilon Greedy
Bandit,4.166622987067315,Epsilon Greedy
Bandit,3.174216281931328,Epsilon Greedy
Bandit,3.5473723863631337,Epsilon Greedy
Bandit,4.55320594126859,Epsilon Greedy
Bandit,2.346407022309718,Epsilon Greedy
Bandit,3.649768719672539,Epsilon Greedy
Bandit,2.9888982873421925,Epsilon Greedy
Bandit,1.7306922720648696,Epsilon Greedy
Bandit,3.3709448968033087,Epsilon Greedy
Bandit,3.273089910111679,Epsilon Greedy
Bandit,4.639765548744004,Epsilon Greedy
Bandit,2.550083053693624,Epsilon Greedy
Bandit,3.0154089878789736,Epsilon Greedy
Bandit,4.457581752245899,Epsilon Greedy
Bandit,1.9422362224089795,Epsilon Greedy
Bandit,3.5761285979834896,Epsilon Greedy
Bandit,4.603917687877847,Epsilon Greedy
Bandit,2.7597506318387883,Epsilon Greedy
Bandit,4.2792492630395955,Epsilon Greedy
Bandit,4.800723367929277,Epsilon Greedy
Bandit,4.438780049938647,Epsilon Greedy
Bandit,3.7123128613961587,Epsilon Greedy
Bandit,4.120393271297469,Epsilon Greedy
Bandit,4.8268892537110695,Epsilon Greedy
Bandit,3.6743284960252076,Epsilon Greedy
Bandit,2.0866147369606978,Epsilon Greedy
Bandit,2.70251450863085,Epsilon Greedy
Bandit,5.000585884150454,Epsilon Greedy
Bandit,5.020017928429998,Epsilon Greedy
Bandit,4.344149494885447,Epsilon Greedy
Bandit,6.42427732350775,Epsilon Greedy
Bandit,5.370031017260979,Epsilon Greedy
Bandit,3.5174450329588014,Epsilon Greedy
Bandit,2.644689433303209,Epsilon Greedy
Bandit,3.2322414961911083,Epsilon Greedy
Bandit,4.157787132711165,Epsilon Greedy
Bandit,5.445413756402697,Epsilon Greedy
Bandit,3.1037458970570526,Epsilon Greedy
Bandit,0.07370590451449566,Epsilon Greedy
Bandit,4.798942281670844,Epsilon Greedy
Bandit,3.027784013432992,Epsilon Greedy
Bandit,3.5611655613021096,Epsilon Greedy
Bandit,2.8498606146711953,Epsilon Greedy
Bandit,4.32335688625725,Epsilon Greedy
Bandit,5.054247197437623,Epsilon Greedy
Bandit,0.8913480458941476,Epsilon Greedy
Bandit,3.846275388320349,Epsilon Greedy
Bandit,5.139128522172609,Epsilon Greedy
Bandit,3.3265882104032496,Epsilon Greedy
Bandit,3.0799125868420254,Epsilon Greedy
Bandit,5.8533362879431365,Epsilon Greedy
Bandit,3.4837438245567993,Epsilon Greedy
Bandit,0.0973759347391362,Epsilon Greedy
Bandit,4.382220464592088,Epsilon Greedy
Bandit,5.512854330062073,Epsilon Greedy
Bandit,4.307084940494761,Epsilon Greedy
Bandit,4.6683948823800545,Epsilon Greedy
Bandit,3.7598058641474115,Epsilon Greedy
Bandit,2.5510246531030027,Epsilon Greedy
Bandit,5.492885943004801,Epsilon Greedy
Bandit,1.7260391671010262,Epsilon Greedy
Bandit,1.2495263696810683,Epsilon Greedy
Bandit,4.895624429685819,Epsilon Greedy
Bandit,3.346407462670512,Epsilon Greedy
Bandit,2.996815175426094,Epsilon Greedy
Bandit,4.733978981386663,Epsilon Greedy
Bandit,3.205593785765079,Epsilon Greedy
Bandit,2.149717521245403,Epsilon Greedy
Bandit,3.4452388564690533,Epsilon Greedy
Bandit,3.78990486930032,Epsilon Greedy
Bandit,4.705001784091375,Epsilon Greedy
Bandit,4.427851500009846,Epsilon Greedy
Bandit,4.953001156367853,Epsilon Greedy
Bandit,4.503139123075533,Epsilon Greedy
Bandit,4.2635267454645005,Epsilon Greedy
Bandit,4.472530740345699,Epsilon Greedy
Bandit,0.5636782391610063,Epsilon Greedy
Bandit,4.707477552940776,Epsilon Greedy
Bandit,5.502948978864917,Epsilon Greedy
Bandit,4.571292720136378,Epsilon Greedy
Bandit,4.064343082753485,Epsilon Greedy
Bandit,1.3644366048710914,Epsilon Greedy
Bandit,5.007849868803108,Epsilon Greedy
Bandit,3.2171440493801997,Epsilon Greedy
Bandit,3.775606743837207,Epsilon Greedy
Bandit,4.651863577706633,Epsilon Greedy
Bandit,4.741757712828556,Epsilon Greedy
Bandit,3.6388634049134407,Epsilon Greedy
Bandit,4.382114739716163,Epsilon Greedy
Bandit,2.4059423147079695,Epsilon Greedy
Bandit,3.711516534801927,Epsilon Greedy
Bandit,1.8968746114615351,Epsilon Greedy
Bandit,4.10495033456316,Epsilon Greedy
Bandit,2.42143434697266,Epsilon Greedy
Bandit,4.092869599452569,Epsilon Greedy
Bandit,4.560545025482339,Epsilon Greedy
Bandit,5.239269567844752,Epsilon Greedy
Bandit,2.2951378916439324,Epsilon Greedy
Bandit,4.076046878838391,Epsilon Greedy
Bandit,2.0342276483268007,Epsilon Greedy
Bandit,3.929581689127464,Epsilon Greedy
Bandit,4.247669483881542,Epsilon Greedy
Bandit,4.668421574702607,Epsilon Greedy
Bandit,2.090378856087852,Epsilon Greedy
Bandit,4.926663227812564,Epsilon Greedy
Bandit,4.0852250184827525,Epsilon Greedy
Bandit,5.3039376600099635,Epsilon Greedy
Bandit,3.8330497963438357,Epsilon Greedy
Bandit,4.936248586724345,Epsilon Greedy
Bandit,2.5186730867009928,Epsilon Greedy
Bandit,4.057330062422266,Epsilon Greedy
Bandit,4.252410549631764,Epsilon Greedy
Bandit,3.5723172341304337,Epsilon Greedy
Bandit,3.4856996315093465,Epsilon Greedy
Bandit,2.033294818681711,Epsilon Greedy
Bandit,4.5207967234089494,Epsilon Greedy
Bandit,4.31473193427973,Epsilon Greedy
Bandit,4.950549571258778,Epsilon Greedy
Bandit,1.4657358618567968,Epsilon Greedy
Bandit,2.2552918508598494,Epsilon Greedy
Bandit,2.657242143293968,Epsilon Greedy
Bandit,1.0927002235636492,Epsilon Greedy
Bandit,3.4254540193078338,Epsilon Greedy
Bandit,5.062669429048686,Epsilon Greedy
Bandit,5.248673617309157,Epsilon Greedy
Bandit,3.0271802313645586,Epsilon Greedy
Bandit,5.3163595500934555,Epsilon Greedy
Bandit,5.5251901242551185,Epsilon Greedy
Bandit,4.816171865196953,Epsilon Greedy
Bandit,6.206268654086852,Epsilon Greedy
Bandit,4.733368529172095,Epsilon Greedy
Bandit,2.864778876131881,Epsilon Greedy
Bandit,2.322969470348764,Epsilon Greedy
Bandit,4.116658868249328,Epsilon Greedy
Bandit,4.004199920279743,Epsilon Greedy
Bandit,3.253866329979241,Epsilon Greedy
Bandit,2.883473198046864,Epsilon Greedy
Bandit,5.262749595856386,Epsilon Greedy
Bandit,4.134076282293042,Epsilon Greedy
Bandit,0.8565393294363663,Epsilon Greedy
Bandit,4.653154746343972,Epsilon Greedy
Bandit,3.6044223208071817,Epsilon Greedy
Bandit,4.417819062744473,Epsilon Greedy
Bandit,4.285321624981449,Epsilon Greedy
Bandit,3.1810630882050956,Epsilon Greedy
Bandit,4.912581304559981,Epsilon Greedy
Bandit,4.510816432582873,Epsilon Greedy
Bandit,4.875217606024402,Epsilon Greedy
Bandit,3.591126875870157,Epsilon Greedy
Bandit,3.966766623813001,Epsilon Greedy
Bandit,3.464468619909551,Epsilon Greedy
Bandit,4.671701929114379,Epsilon Greedy
Bandit,2.339123912515208,Epsilon Greedy
Bandit,1.9155874139537548,Epsilon Greedy
Bandit,4.476342066730996,Epsilon Greedy
Bandit,1.8857709773036908,Epsilon Greedy
Bandit,4.413967196083883,Epsilon Greedy
Bandit,4.375015588828214,Epsilon Greedy
Bandit,4.8589621898867525,Epsilon Greedy
Bandit,2.1599079254450944,Epsilon Greedy
Bandit,3.9085826624057285,Epsilon Greedy
Bandit,4.560386674240229,Epsilon Greedy
Bandit,2.4462269035293978,Epsilon Greedy
Bandit,4.318535790737118,Epsilon Greedy
Bandit,4.793778251326494,Epsilon Greedy
Bandit,2.997184248154732,Epsilon Greedy
Bandit,3.7015729268536766,Epsilon Greedy
Bandit,3.1116016451652615,Epsilon Greedy
Bandit,1.83004351408594,Epsilon Greedy
Bandit,5.620929829949453,Epsilon Greedy
Bandit,4.022268673054059,Epsilon Greedy
Bandit,4.885333782064269,Epsilon Greedy
Bandit,3.5588875581076658,Epsilon Greedy
Bandit,2.9333909428694245,Epsilon Greedy
Bandit,2.683502556445709,Epsilon Greedy
Bandit,4.138195798104206,Epsilon Greedy
Bandit,5.276169819775251,Epsilon Greedy
Bandit,4.540339458360304,Epsilon Greedy
Bandit,4.003688529784189,Epsilon Greedy
Bandit,5.0444417806194295,Epsilon Greedy
Bandit,5.1953341866434775,Epsilon Greedy
Bandit,4.30950263444929,Epsilon Greedy
Bandit,5.007161132855424,Epsilon Greedy
Bandit,3.1160001987190755,Epsilon Greedy
Bandit,2.52366645130171,Epsilon Greedy
Bandit,5.425649063739014,Epsilon Greedy
Bandit,4.704450650459597,Epsilon Greedy
Bandit,0.07134345493631344,Epsilon Greedy
Bandit,5.117073442898012,Epsilon Greedy
Bandit,5.369821103350187,Epsilon Greedy
Bandit,3.753890548137761,Epsilon Greedy
Bandit,3.8528755571306736,Epsilon Greedy
Bandit,5.9171287852160175,Epsilon Greedy
Bandit,2.501340886051768,Epsilon Greedy
Bandit,3.764446223200949,Epsilon Greedy
Bandit,4.787355690140374,Epsilon Greedy
Bandit,3.7124674125159483,Epsilon Greedy
Bandit,3.5088746125236834,Epsilon Greedy
Bandit,4.967687277013685,Epsilon Greedy
Bandit,4.130801371694698,Epsilon Greedy
Bandit,4.854923560358756,Epsilon Greedy
Bandit,2.9384607785578893,Epsilon Greedy
Bandit,4.270876963193612,Epsilon Greedy
Bandit,4.560357259138109,Epsilon Greedy
Bandit,5.212729812400177,Epsilon Greedy
Bandit,3.7525120784376846,Epsilon Greedy
Bandit,3.3115285183783483,Epsilon Greedy
Bandit,0.6577114626679963,Epsilon Greedy
Bandit,3.426394799595722,Epsilon Greedy
Bandit,4.745659310014848,Epsilon Greedy
Bandit,3.9948022450455367,Epsilon Greedy
Bandit,4.883710509433072,Epsilon Greedy
Bandit,2.5468614981086013,Epsilon Greedy
Bandit,4.471493280668969,Epsilon Greedy
Bandit,4.504657358998637,Epsilon Greedy
Bandit,4.329978346339821,Epsilon Greedy
Bandit,0.03621763185330984,Epsilon Greedy
Bandit,3.9172647610430347,Epsilon Greedy
Bandit,3.9451045263381492,Epsilon Greedy
Bandit,3.3328494580443686,Epsilon Greedy
Bandit,3.6396748594627075,Epsilon Greedy
Bandit,3.077067534562208,Epsilon Greedy
Bandit,3.9624123351054608,Epsilon Greedy
Bandit,2.594819329698357,Epsilon Greedy
Bandit,4.44746819169406,Epsilon Greedy
Bandit,5.069244110706187,Epsilon Greedy
Bandit,4.426857068636754,Epsilon Greedy
Bandit,6.243792118782972,Epsilon Greedy
Bandit,-0.6063922895746459,Epsilon Greedy
Bandit,4.732947050492247,Epsilon Greedy
Bandit,3.8369953815962803,Epsilon Greedy
Bandit,3.8180091848791387,Epsilon Greedy
Bandit,2.7217485478212744,Epsilon Greedy
Bandit,4.274601793244097,Epsilon Greedy
Bandit,0.8253771873062479,Epsilon Greedy
Bandit,5.898598372353527,Epsilon Greedy
Bandit,3.134205481063877,Epsilon Greedy
Bandit,4.339916631487236,Epsilon Greedy
Bandit,3.573446641638152,Epsilon Greedy
Bandit,5.563971789492837,Epsilon Greedy
Bandit,4.105674851546172,Epsilon Greedy
Bandit,3.8561280695742224,Epsilon Greedy
Bandit,3.8546986305212374,Epsilon Greedy
Bandit,5.500743501315204,Epsilon Greedy
Bandit,3.6796915431047093,Epsilon Greedy
Bandit,3.9086963012518625,Epsilon Greedy
Bandit,3.6420791265550214,Epsilon Greedy
Bandit,1.589543910258124,Epsilon Greedy
Bandit,3.8089741085272038,Epsilon Greedy
Bandit,4.776530200588432,Epsilon Greedy
Bandit,4.227218678167678,Epsilon Greedy
Bandit,2.868353324273003,Epsilon Greedy
Bandit,3.7257291412882303,Epsilon Greedy
Bandit,3.250757014874115,Epsilon Greedy
Bandit,4.041265209398468,Epsilon Greedy
Bandit,4.556498338381197,Epsilon Greedy
Bandit,4.985410555752951,Epsilon Greedy
Bandit,3.014108856281348,Epsilon Greedy
Bandit,4.210471571914426,Epsilon Greedy
Bandit,3.209088233636433,Epsilon Greedy
Bandit,3.010322328522914,Epsilon Greedy
Bandit,3.939043962210472,Epsilon Greedy
Bandit,3.7429781078483475,Epsilon Greedy
Bandit,4.101444071193286,Epsilon Greedy
Bandit,3.840642550692347,Epsilon Greedy
Bandit,4.408782457836698,Epsilon Greedy
Bandit,3.412193798150697,Epsilon Greedy
Bandit,2.3046452432187152,Epsilon Greedy
Bandit,5.492920967998551,Epsilon Greedy
Bandit,2.7474377143803155,Epsilon Greedy
Bandit,2.8264699635546116,Epsilon Greedy
Bandit,5.29398170634107,Epsilon Greedy
Bandit,4.817267007765246,Epsilon Greedy
Bandit,2.335731543938319,Epsilon Greedy
Bandit,2.018044074699043,Epsilon Greedy
Bandit,2.6556387814725704,Epsilon Greedy
Bandit,3.4951645794764423,Epsilon Greedy
Bandit,1.3321385317737113,Epsilon Greedy
Bandit,5.048609022630905,Epsilon Greedy
Bandit,3.604069431315651,Epsilon Greedy
Bandit,3.865466917518887,Epsilon Greedy
Bandit,1.6145006632496384,Epsilon Greedy
Bandit,6.751091208897609,Epsilon Greedy
Bandit,3.4829488405238846,Epsilon Greedy
Bandit,4.359592425344021,Epsilon Greedy
Bandit,2.1700414848096647,Epsilon Greedy
Bandit,4.568478935098323,Epsilon Greedy
Bandit,4.426540488723356,Epsilon Greedy
Bandit,4.284507313605591,Epsilon Greedy
Bandit,5.336304670432055,Epsilon Greedy
Bandit,4.842727390887545,Epsilon Greedy
Bandit,5.144843003796095,Epsilon Greedy
Bandit,2.854180347641173,Epsilon Greedy
Bandit,3.5858541857166037,Epsilon Greedy
Bandit,1.9386278317438284,Epsilon Greedy
Bandit,3.987290280979811,Epsilon Greedy
Bandit,4.572579838358807,Epsilon Greedy
Bandit,4.494185339247092,Epsilon Greedy
Bandit,4.009188753868977,Epsilon Greedy
Bandit,4.507846117611084,Epsilon Greedy
Bandit,5.819642554640502,Epsilon Greedy
Bandit,5.203238295147528,Epsilon Greedy
